old_url,old_content,new_url
https://api.gouv.fr/guides/api-franceconnectees,https://github.com/betagouv/api.gouv.fr/blob/master/_data/guides/api-franceconnectees.md,https://simplifions.data.gouv.fr/apis-franceconnectees
https://api.gouv.fr/guides/portail-famille-tarification,https://github.com/betagouv/api.gouv.fr/blob/master/_data/guides/portail-famille-tarification.md,https://simplifions.data.gouv.fr/cas-d-usages/tarification-sociale-municipale-a-lenfance
https://api.gouv.fr/guides/doctrine-api,https://github.com/betagouv/api.gouv.fr/blob/master/_data/guides/doctrine-api.md,https://guides.data.gouv.fr/guides/outils-pour-les-administrations/doctrine-des-api
https://api.gouv.fr/guides/delivrance-titres-transport,https://github.com/betagouv/api.gouv.fr/blob/master/_data/guides/delivrance-titres-transport.md,https://simplifions.data.gouv.fr/cas-d-usages/tarification-sociale-solidaire-des-transports-publics-attribution
https://api.gouv.fr/guides/cantines-colleges-lycees-tarification,https://github.com/betagouv/api.gouv.fr/blob/master/_data/guides/cantines-colleges-lycees-tarification.md,https://simplifions.data.gouv.fr/cas-d-usages/tarification-cantine-au-college-et-lycee
https://api.gouv.fr/guides/aides-facultatives-scolarite,https://github.com/betagouv/api.gouv.fr/blob/master/_data/guides/aides-facultatives-scolarite.md,https://simplifions.data.gouv.fr/cas-d-usages/aides-facultatives-regionales-et-departementales-aux-particuliers
https://api.gouv.fr/guides/ccas,https://github.com/betagouv/api.gouv.fr/blob/master/_data/guides/ccas.md,https://simplifions.data.gouv.fr/cas-d-usages/aides-sociales-des-ccas
https://api.gouv.fr/guides/deliberation-api-part,https://github.com/betagouv/api.gouv.fr/blob/master/_data/guides/deliberation-api-part.md,https://particulier.api.gouv.fr/faq#qu-est-ce-qu-une-bonne-deliberation-pour-acceder-a-api-particulier
https://api.gouv.fr/guides/simplifier-demarches-etudiants,https://github.com/betagouv/api.gouv.fr/blob/master/_data/guides/simplifier-demarches-etudiants.md,https://simplifions.data.gouv.fr/cas-d-usages/inscription-administrative-dun-etudiant-dans-un-etablissement-denseignement-superieur
https://api.gouv.fr/guides/authentification,https://github.com/betagouv/api.gouv.fr/blob/master/_data/guides/authentification.md,https://simplifions.data.gouv.fr/cas-d-usages?q=authentification
https://api.gouv.fr/guides/autocompleter-adresse,https://github.com/betagouv/api.gouv.fr/blob/master/_data/guides/autocompleter-adresse.md,https://simplifions.data.gouv.fr/cas-d-usages/auto-completion-ou-pre-remplissage-dune-adresse
https://api.gouv.fr/guides/api-definition,https://github.com/betagouv/api.gouv.fr/blob/master/_data/guides/api-definition.md,https://www.data.gouv.fr/dataservices
https://api.gouv.fr/guides/simplifier-marches-publics,https://github.com/betagouv/api.gouv.fr/blob/master/_data/guides/simplifier-marches-publics.md,https://simplifions.data.gouv.fr/cas-d-usages?q=march%C3%A9s+publics#list
https://api.gouv.fr/guides/geo-risques,https://github.com/betagouv/api.gouv.fr/blob/master/_data/guides/geo-risques.md,https://www.data.gouv.fr/dataservices/api-georisques
https://api.gouv.fr/guides/quelle-api-sirene,https://github.com/betagouv/api.gouv.fr/blob/master/_data/guides/quelle-api-sirene.md,https://www.data.gouv.fr/dataservices/search?q=Sirene
https://api.gouv.fr/guides/guide-api-statistiques,https://github.com/betagouv/api.gouv.fr/blob/master/_data/guides/guide-api-statistiques.md,
https://api.gouv.fr/guides/amenagement-cadastre,https://github.com/betagouv/api.gouv.fr/blob/master/_data/guides/amenagement-cadastre.md,
https://api.gouv.fr/guides/api-energie,https://github.com/betagouv/api.gouv.fr/blob/master/_data/guides/api-energie.md,
https://api.gouv.fr/guides/autocompleter-geo,https://github.com/betagouv/api.gouv.fr/blob/master/_data/guides/autocompleter-geo.md,https://www.data.gouv.fr/dataservices/api-decoupage-administratif-api-geo
https://api.gouv.fr/guides/utiliser-api-eau,https://github.com/betagouv/api.gouv.fr/blob/master/_data/guides/utiliser-api-eau.md,https://www.data.gouv.fr/organizations/hubeau/dataservices
https://api.gouv.fr/guides/livret-epargne-populaire,https://github.com/betagouv/api.gouv.fr/blob/master/_data/guides/livret-epargne-populaire.md,https://www.data.gouv.fr/dataservices/api-service-finances-publiques-sfip
https://api.gouv.fr/guides/api-service-national,https://github.com/betagouv/api.gouv.fr/blob/master/_data/guides/api-service-national.md,https://www.data.gouv.fr/dataservices/api-service-national
https://api.gouv.fr/guides/diffusion-api-guide-pratique,https://github.com/betagouv/api.gouv.fr/blob/master/_data/guides/diffusion-api-guide-pratique.md,https://www.data.gouv.fr/producteurs
https://api.gouv.fr/guides/simplifier-parcours-patients,https://github.com/betagouv/api.gouv.fr/blob/master/_data/guides/simplifier-parcours-patients.md,
https://api.gouv.fr/guides/interroger-data-bnf-fr-par-api,https://github.com/betagouv/api.gouv.fr/blob/master/_data/guides/interroger-data-bnf-fr-par-api.md,https://www.data.gouv.fr/dataservices/api-sparql-de-la-bnf-data-bnf-fr/
https://api.gouv.fr/guides/widget-la-bonne-alternance,https://github.com/betagouv/api.gouv.fr/blob/master/_data/guides/widget-la-bonne-alternance.md,https://www.data.gouv.fr/dataservices/api-la-bonne-alternance
https://api.gouv.fr/guides/documentation-api-statut-pole-emploi,https://github.com/betagouv/api.gouv.fr/blob/master/_data/guides/documentation-api-statut-pole-emploi.md,https://www.data.gouv.fr/dataservices/api-statut-demandeur-demploi
https://api.gouv.fr/guides/documentation-api-indemnisation,https://github.com/betagouv/api.gouv.fr/blob/master/_data/guides/documentation-api-indemnisation.md,https://www.data.gouv.fr/dataservices/api-liste-des-paiements
https://api.gouv.fr/guides/migration-entreprise-data,https://github.com/betagouv/api.gouv.fr/blob/master/_data/guides/migration-entreprise-data.md,
